Product Name,Price (INR),Rating
"Dell [Smartchoice] Core i3-1215U, 12th Gen (8GB RAM/512GB SSD/FHD/Window 11/MS Office' 21/15""(38 cm)/15 Month McAfee/Black/1.69kg Laptop","35,990",3.7
"Apple 2024 MacBook Pro Laptop with M4 Max chip with 16‑core CPU and 40‑core GPU: Built for Apple Intelligence, (16.2″) Liquid Retina XDR Display, 48GB Unified Memory, 1TB SSD Storage; Space Black","3,99,900",5.0
"MSI Modern 15, Intel 12th Gen. i3-1215U, 40CM FHD 60Hz Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Intel UHD Graphics/Classic Black/1.7Kg), B12M-612IN","31,719",4.2
"(Refurbished) Dell Latitude Laptop 7470 Intel Core i5 - 6300u Processor 6th Gen, 16 GB Ram & 128 GB SSD, 14.1 Inches (Ultra Slim & Feather Light 1.59KG) Notebook Computer","18,990",4.7
"(Refurbished) HP Laptop 15,13th Gen Intel® Core™ i3-1315U,15.6inch(39.6 cm),FHD,Anti-Glare,8GB DDR4,512GB SSD,Dual Speakers,Windows 11,MSO 2021,Natural Silver,1.59 kg,15-fd0186TU","34,447",No rating
"Lenovo IdeaPad Slim 3 Intel Core i5-12450H 14"" (35.56cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 2021/Alexa Built-in/3 Month Game Pass/Arctic Grey/1.37Kg), 83EQ0044IN","52,750",3.5
"(Refurbished) HP Chromebook Intel Celeron N4120 35.6cm(14 inches) Micro-Edge, Touchscreen Laptop (4GB RA","18,690",3.1
"Dell XPS 9640 Laptop, AI Enabled Intel Core Ultra 9 185H, 32GB LPDDR5X & 1TB SSD, Win 11 + MSO'21, NVIDIA RTX 4060,8 GB GDDR6,16.3"" (41.4cm) UHD+ OLED Touch 400 nits, Backlit KB + FPR,Platinum, 2.13kg","3,66,490",5.0
"Acer Travelmate Business Laptop Intel Core i5-1135G7 Processor (16GB DDR4/ 512GB SSD/Intel Iris Xe Graphics/Windows 11 Home) TMP214-53 with 35.56 cm (14.0"") Full HD Display","39,990",3.4
"(Refurbished) ASUS Vivobook 15, Intel Core i5-12500H 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (16GB/512GB/Win11/Office 2021/Silver/1.7 kg), X1502ZA-EJ542WS","44,091",3.5
"Dell Inspiron 3535, AMD Ryzen 3 7320U Processor, (8GB RAM/512GB SSD/Window 11/MS Office' 21/15.6""(39.62 cm) FHD Display/15 Month McAfee/Carbon Black/1.67kg Thin & Light Laptop","29,990",3.9
"(Refurbished) Lenovo ThinkPad T495 | AMD Ryzen 7 Pro 3700U | 14"" FHD TouchScreen Display | 16 GB DDR4 RAM | 512 GB M.2 SSD | Radeon Vega Mobile Graphics","24,999",3.0
"ASUS Vivobook 16, Intel Core i5-12500H 12th Gen, 16"" (40.64 cm) FHD+, Thin and Light Laptop (16GB/512GB/Win11/Office 2021/Silver/1.8 kg), X1605ZAC-MB540WS","52,980",3.6
"Dell Alienware m18 R1, Core i9-13980HX| NVIDIA RTX 4090, 16GB|64GB RAM|1TB SSD, FHD|Window 11|MS Office' 21|18.0"" (45.72cm)|Dark Metallic Moon|2.72Kg|Gaming Laptop","4,51,490",3.6
"HP Pavilion Plus 14 Laptop, 13th Gen Intel Core i5-1335U, 14-inch (35.6 cm), WUXGA, 16GB LPDDR5x, 512GB SSD, Premium metal, TBT 4 and HDMI 2.1, 5MP camera (Win 11, MSO 2021, Silver, 1.44 kg), ew0116TU","68,990",3.8
"ASUS TUF Gaming A15, 15.6"" FHD 144Hz 250nits, AMD Ryzen 9 8945H Processor, Gaming Laptop (32GB RAM/1TB SSD/NVIDIA GeForce RTX 4060/Windows 11/Office Home/Mecha Gray/2.2 Kg), FA507UV-LP137WS","1,27,900",4.0
"(Refurbished) ASUS TUF Gaming F15, 15.6"" (39.62cm) FHD 144Hz, 13th Gen Intel Core i7-13620H, Gaming Laptop (16GB DDR5/512GB SSD/NVIDIA GeForce RTX 4060 /Windows 11//Mecha Gray/2.20 Kg), FX507VV-LP287W","90,548",No rating
"(Refurbished) ASUS Vivobook 15 (2023), Intel Core i5-1335U 13th Gen, Thin and Light Laptop, 15.6"" (39.62 cms) FHD, (8GB RAM /512GB SSD/Intel Iris Xᵉ/Windows 11/Office 2021/Fingerprint/Blue/1.7 kg), X1504VA-NJ523WS","39,940",No rating
"Lenovo Yoga Slim 7 Intel Core Ultra 7 155H Built-in AI 14""(35.5cm) WUXGA-OLED 400Nits Laptop (32GB/1TB SSD/100% DCI-P3/FHD+IR Camera/Win11/MSO 21/1Yr ADP Free/3Mon. Game Pass/Grey/1.39Kg), 83CV002DIN","97,990",4.3
"ASUS Vivobook S 16 OLED (2024), Intel Core Ultra 7 155H, Built-in AI, 16"" 3.2K (40.64cm), 3200 x 2000 120Hz, (16GB/1TB SSD/Win 11/Intel Arc Graphics/MS Office 2021/Mist Blue/1.50Kg), S5606MA-MX751WS","1,11,990",5.0
"Dell [Smartchoice]15 Thin & Light Laptop, Intel Core i5-1235U Processor, 8GB, 512GB, 15.6"" (39.62cm) FHD 120Hz 250 nits Display, Intel UHD Graphics Win 11 + MSO'21 + 15 Month McAfee, Titan Grey,1.69kg","48,990",3.5
"Lenovo IdeaPad Slim 1 Intel Core Celeron N4020 14"" HD Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Office 21/1Yr Warranty/Cloud Grey/1.3Kg), 82V6009LIN","23,990",3.1
"Dell [Smartchoice] Core i3-1215U, 12th Gen (8GB RAM/512GB SSD/FHD/Window 11/MS Office' 21/15""(38 cm)/15 Month McAfee/Black/1.69kg Laptop","35,990",3.7
"Dell Inspiron 3535, AMD Ryzen 3 7320U Processor, (8GB RAM/512GB SSD/Window 11/MS Office' 21/15.6""(39.62 cm) FHD Display/15 Month McAfee/Carbon Black/1.67kg Thin & Light Laptop","29,990",3.9
"Dell 14 Thin & Light Laptop, 13th Gen Intel Core i3-1305U Processor/ 8GB/ 512GB SSD/14.0"" (35.56cm) FHD + Comfort view/Windows 11 + MSO'21/15 Month McAfee/Spill-resistant Keyboard/Carbon Black/ 1.46kg",N/A,4.0
"HP Pavilion Plus Laptop AMD RYZEN AI Powered 7-7840U, 14-inch (35.6 cm) OLED, 2.8K UWVA, 16GB RAM, 1TB SSD, Radeon 780M Graphics, B&O, Backlit KB,(Win 11, Xbox Game Pass, Silver, 1.44kg),14-ey0789AU","78,990",3.6
"HP Pavilion 14 12th Gen Intel Core i5 8GB RAM/512GB SSD 14 inch(35.6cm) IPS Micro-Edge FHD Laptop/Intel Iris Xe Graphics/B&O/Win 11/Backlit KB/MSO 2021/Natural Silver, 14-dv2053TU","56,990",4.0
"Lenovo V14 Intel Core i3 12th Gen 14"" (35.56 cm) FHD (1920x1080) Antiglare 250 nits Thin and Light Laptop (8GB RAM/512GB SSD/DOS/Iron Grey/1.43 kg)","29,400",3.2
"Lenovo IdeaPad Slim 3 AMD Ryzen 7 5700U(16GB DDR4 RAM /512GB M.2 NVMe SSD/Windows 11 + MS Office 21/Backlit KB /15.6"" FHD 300Nits Anti Glare/1Yr ADP Free/Arctic Grey/1.65Kg), 82KU024GIN","44,990",3.6
"Acer Aspire Lite 12th Gen Intel Core i5-1235U Thin and Light Laptop (Windows 11 Home/8GB RAM/512GB SSD/Intel Iris Xe Graphics) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body1.6 KG(UN.431SI.332)","41,990",4.2
"Lenovo V15 Intel Core i5 11th Gen 15.6"" FHD Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg),82KB00RJIH (V15 G2 ITL)","44,490",4.1
(Refurbished) Lenovo ThinkPad E470 7th Gen Intel Core i3 Thin & Light HD Laptop (8 GB RAM/256 GB SSD/14 (35.6 cm) HD/Windows 11/WiFi/BT/Webcam/Intel Graphics),"13,499",4.0
"Dell [Smartchoice]15 Thin & Light Laptop, Intel Core i5-1235U Processor, 8GB, 512GB, 15.6"" (39.62cm) FHD 120Hz 250 nits Display, Intel UHD Graphics Win 11 + MSO'21 + 15 Month McAfee, Titan Grey,1.69kg","48,990",3.5
"(Refurbished) Lenovo ThinkPad T495 | AMD Ryzen 7 Pro 3700U | 14"" FHD TouchScreen Display | 16 GB DDR4 RAM | 512 GB M.2 SSD | Radeon Vega Mobile Graphics","24,999",3.0
"ASUS Vivobook 15, Intel Core i3-1315U 13th Gen, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (8GB/512GB SSD/Win11/Backlit Keyboaord/Silver/1.7 kg), X1504VA-NJ320WS","38,950",4.3
"HP Chromebook 14a,Intel Celeron N4500 14inch(35.6 cm) FHD Touchscreen Laptop (Chrome OS, 4 GB SDRAM/64 GB eMMC/Chrome 64 /Dual Speakers/Google Assistant Built-in/Mineral Silver) 14a- na1004TU","24,500",3.6
"Dell G15-5530 Gaming Laptop, Intel Core i7-13650HX Processor/16GB/512GB SSD/NVIDIA RTX 3050 (6GB GDDR6)/15.6"" (39.62cm) FHD 120Hz 250 nits/Windows 11 + MSO'21/Backlit Keyboard/Dark Shadow Gray/2.65kg","91,990",3.8
"HP Smart Choice Victus Gaming Laptop, 13th Gen Intel Core i5-13420H,6GB RTX 4050 GPU,15.6-inch(39.6 cm),FHD,IPS,144 Hz,16GB DDR4,512GB SSD,Backlit KB, B&O,(Win 11,MSO,Silver,2.37 kg),fa1319TX","78,990",3.8
"(Renewed) Dell Latitude Laptop E5470 Intel Core i5 6th Gen. - 6200u Processor, 16 GB Ram & 256 GB SSD, 14.1 Inches HD Screen Notebook Computer","18,990",4.0
"Acer ALG Gaming Laptop 12th Gen Intel Core i5 Processor (16GB RAM/512GB SSD/6GB RTX3050/144Hz/Win11Home/Wifi 6) AL15G-52, 39.62cm (15.6"") Full HD, Premium Metal Body, Steel Gray, 1.99KG","58,890",3.8
"ASUS Vivobook Go 15 (2023), AMD Ryzen 5 7520U, 15.6-inch (39.62 cm) FHD, Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Mixed Black/1.63 kg), E1504FA-NJ522WS","39,990",5.0
"ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ549WS Thin and Light Laptop (15.6 Inch, Quiet Blue, 1.70 kg, with MS Office)","49,890",4.4
"Apple 2024 MacBook Pro Laptop with M4 Max chip with 16‑core CPU and 40‑core GPU: Built for Apple Intelligence, (16.2″) Liquid Retina XDR Display, 48GB Unified Memory, 1TB SSD Storage; Space Black","3,99,900",5.0
"Lenovo IdeaPad Slim 1 Intel Core Celeron N4020 14"" HD Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Office 21/1Yr Warranty/Cloud Grey/1.3Kg), 82V6009LIN","23,990",3.1
"Dell [Smartchoice] Core i3-1215U, 12th Gen (8GB RAM/512GB SSD/FHD/Window 11/MS Office' 21/15""(38 cm)/15 Month McAfee/Black/1.69kg Laptop","35,990",3.7
"Dell Inspiron 3535, AMD Ryzen 3 7320U Processor, (8GB RAM/512GB SSD/Window 11/MS Office' 21/15.6""(39.62 cm) FHD Display/15 Month McAfee/Carbon Black/1.67kg Thin & Light Laptop","29,990",3.9
"Dell Refurbished Inspiron 3520 Laptop, Intel Core i5-1235U Processor, 16GB,512GB,15.6"" (39.62cm) FHD Display, Backlit Keyboard, Win 11 + MSO'21,15 Month McAfee, Silver, Thin & Light-1.65kg","48,990",3.7
"(Refurbished) HP Chromebook Intel Celeron N4120 35.6cm(14 inches) Micro-Edge, Touchscreen Laptop (4GB RA","18,690",3.1
"HP 15s Core i3 12th Gen (8GB RAM/512GB SSD/FHD/MS Office 21/Windows 11/15.6"" (39.6cm)/Silver/1.69 kg) fy5011TU Laptop","35,990",3.3
"HP Laptop 15, AMD Ryzen™ 5 7520U, 15.6-inch (39.6 cm), FHD, 8GB LPDDR5, 512GB SSD, Dual Speakers,MSO,Windows 11,Natural Silver, 1.69 kg, 15s-fc0155AU","41,490",No rating
"Lenovo V14 G3 (2024), Intel Core i3 12th Gen 1215U - (16GB/512GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office 2021 Pro Plus","33,400",5.0
"Acer Chromebook Intel Celeron Dual-Core N4500 (Chrome OS/8 GB/128 GB eMMC) CB314-3H with 35.5 cm (14"") HD Display, Pure Silver, 1.45 KG","16,900",3.0
"ASUS Vivobook Go 14 Ryzen 7 Octa Ryzen 5 7520U (16 GB/512 GB SSD/Windows 11 Home) E1404FA-NK541WS Laptop (14 inch, Silver, with MS Office)",N/A,4.1
"Lenovo V15 Gen 4 Laptop, 15.6"" FHD Display, AMD Ryzen 3 7320U Processor, RJ-45, USB-C, HDMI, Windows 11 Pro with MS-Office (8GB LPDDR5 RAM 5500 MHz | 512GB PCIe SSD), Silver, 1 Year Brand Warranty","26,990",3.0
"Dell {Smartchoice} G15-5530 Core i5-13450HX| NVIDIA RTX 3050, 6GB (16GB RAM|1TB SSD, FHD|Window 11|MS Office' 21|15.6"" (39.62cm)|Dark Shadow Grey|2.65Kg|Gaming Laptop","77,990",3.9
"Dell [Smartchoice]15 Thin & Light Laptop, Intel Core i5-1235U Processor, 8GB, 512GB, 15.6"" (39.62cm) FHD 120Hz 250 nits Display, Intel UHD Graphics Win 11 + MSO'21 + 15 Month McAfee, Titan Grey,1.69kg","48,990",3.5
"HP Laptop 255 G9 (2024), AMD Ryzen 3 3250U Dual Core - (8GB/512GB SSD/AMD Radeon Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" (39.62cm)/Black/1.47 kg/MS Office 2021 Pro Plus","28,490",5.0
"Acer Nitro V Gaming Laptop AMD Ryzen 7-7735HS with RTX 4050 6 GB Graphics (16 GB DDR5/512GB SSD/Windows 11 Home/Wi-Fi 6/144Hz) ANV15-41, 15.6"" FHD Display, 2.1 KG","77,990",4.2
"Dell 15 Thin & Light Laptop, AMD R5-7520U Processor, 8GB LP DDR5 + 512GB SSD, 15.6"" (39.62cm) FHD 120Hz 250 nits Display, Windows 11 + MSO'21, 15 Months McAfee, Carbon Black, 1.67kg","39,990",4.2
"ASUS TUF F15 Gaming Laptop, Core i5-11400H 11th Gen, 15.6-inch (39.62 cm) FHD 144Hz,(16GB RAM/512GB SSD/4GB NVIDIA GeForce RTX 2050/Windows 11/ RGB Backlit KB/Black/2.30 kg), FX506HF-HN025W","50,990",3.8
HP 440 G9 BZ NB/Pro-book/i5-1235U/16GB/512GB SSD/FHD/BLK/Win11 Pro/3 Yr Onsite-9S706AT,"86,999",4.0
"ASUS Vivobook 15, Intel Pentium Gold 7505, 15.6-inch FHD 60Hz, Thin & Light Laptop (8GB/512GB SSD//Win11/Office 2021//Chiclet//37WHr/Indie Black/1.80 kg), X1500EA-EJ121WS","25,990",2.0
"Lenovo V15 AMD Ryzen 7 7730U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (Free MS Office) Lifetime (16GB/512GB SSD/Windows 11/Iron Grey/1.65 Kg) 1 Year Brand Warranty","40,990",3.7
"Acer ALG Gaming Laptop 12th Gen Intel Core i5 Processor (16GB RAM/1TB SSD/6GB RTX3050 Graphics/144Hz/Win11Home/Wifi 6) AL15G-52, 39.62cm (15.6"") FHD Display, Premium Metal Body, Steel Gray, 1.99KG","60,990",3.8
"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 14"" (35.5cm) FHD 250 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 21/1Yr ADP Free/Alexa built-in/3 mon. Game Pass/Grey/1.37Kg), 83EQ005VIN","53,530",3.8
"Lenovo IdeaPad Slim 1 Intel Core Celeron N4020 14"" HD Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Office 21/1Yr Warranty/Cloud Grey/1.3Kg), 82V6009LIN","23,990",3.1
"Chuwi GemiBook Plus 15.6"" Laptop, 8GB RAM 256GB SSD, Windows 11, Intel N100 (Upto 3.4GHz), WIFI 6, USB-A 3.0, Webcam, Bluetooth 5.2, HDMI Port, 38Wh, 1.7kg (Iron Gray)","21,990",3.6
"Dell [Smartchoice] Core i3-1215U, 12th Gen (8GB RAM/512GB SSD/FHD/Window 11/MS Office' 21/15""(38 cm)/15 Month McAfee/Black/1.69kg Laptop","35,990",3.7
"Acer Aspire 5 Gaming Laptop 13th Gen Intel Core i5(16GB RAM/512GB SSD/NVIDIA RTX 2050 4GB Graphics/144Hz/Win11Home)A515-58GM 15.6"" FHD Display, Steel Gray, Backlit Keyboard, Fingerprint Reader, 1.78KG","55,900",3.5
"HP Pavilion 14, 12th Gen Intel Core i5-1235U, 14-inch (35.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe graphics, FPR, 720p HD camera, Backlit KB (Win 11, MSO 2021, Silver, 1.41 kg), dv2014TU","61,990",4.1
"ASUS Vivobook S 15, 3K OLED 16:9, 120Hz, 600 nits, Snapdragon X Plus X1P 42 100, 3.4GHz, Qualcomm Adreno GPU (16GB RAM/1TB SSD/Win 11/Office Home/70WHr Battery/Cool Silver/1.42 Kg), S5507QA-MA551WS","94,100",5.0
"ASUS Vivobook 15 (2024) Intel Core i3 12th Gen 1215U - (8 GB/SSD/512 GB SSD/Windows 11 Home) X1502ZA-EJ953WS Thin and Light Laptop (15.6 Inch, Icelight Silver, 1.70 kg, with MS Office)","35,490",5.0
"(Refurbished) HP EliteBook 820 G4 7th Gen Intel Core i5 Thin & Light HD Laptop (16 GB DDR4 RAM|512 GB SSD|12.5"" (31.8 cm) HD|Windows 11|MS Office|WiFi|Webcam|Intel HD Graphics)","17,499",No rating
(Refurbished) Lenovo ThinkPad E470 7th Gen Intel Core i3 Thin & Light HD Laptop (8 GB RAM/256 GB SSD/14 (35.6 cm) HD/Windows 11/WiFi/BT/Webcam/Intel Graphics),"13,499",4.0
"HP Laptop 15s, 12th Gen Intel Core i3-1215U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 1TB SSD, Intel UHD graphics, Thin & light, Dual speakers (Win 11, MSO 2021, Silver, 1.69 kg), fy5005TU","41,990",4.0
"Dell 14 Laptop, Intel 13th Generation Core i5-1334U Processor, 8GB DDR5 & 512GB SSD, 14""(35.52cm) FHD+ AG 250nits, Windows 11 + MSO'21 + 15 Month Mcafee Antivirus, Titan Grey, Thin & Light- 1.55kg","49,990",3.8
"Dell 15 Thin & Light Laptop, 12th Generation Intel Core i3-1215U Processor, 8GB DDR4 + 512GB SSD, 15.6"" (39.62cm) FHD 120Hz 250 nits Display, Win 11 + MSO'21, 15 Month McAfee, Titan Grey, 1.69kg","36,490",3.8
"Dell Inspiron 3535, AMD Ryzen 3 7320U Processor, (8GB RAM/512GB SSD/Window 11/MS Office' 21/15.6""(39.62 cm) FHD Display/15 Month McAfee/Carbon Black/1.67kg Thin & Light Laptop","29,990",3.9
"Dell G15-5530 Gaming Laptop, Intel Core i7-13650HX Processor/16GB/512GB SSD/NVIDIA RTX 3050 (6GB GDDR6)/15.6"" (39.62cm) FHD 120Hz 250 nits/Windows 11 + MSO'21/Backlit Keyboard/Dark Shadow Gray/2.65kg","91,990",3.8
"Lenovo Smart & lite Laptop V15 AMD Ryzen 5 7520U 15.6 inch FHD-AMD Radeon 610M Graphics, 8GB LPDDR5-5500 RAM, 512GB M.2 SSD NVMe, Windows 11-MS-Office,Dolby Audio, Arctic Grey, 1 Year Brand Warranty","32,990",3.2
"ZEBRONICS NBC 5S Intel Core i7 12th Gen 1255U Laptop- (16 GB RAM 3200MHz/ 512 GB M.2 SATA SSD/Windows 11 Home) 15.6” 1080p, Dolby Atmos, Type C Port, Fingerprint Sensor, 38.5Wh Battery (Space Grey)","40,990",3.7
"HP Smart Choice Victus Gaming Laptop, 13th Gen Intel Core i5-13420H,6GB RTX 4050 GPU,15.6-inch(39.6 cm),FHD,IPS,144 Hz,16GB DDR4,512GB SSD,Backlit KB, B&O,(Win 11,MSO,Silver,2.37 kg),fa1319TX","78,990",3.8
"Lenovo V15 Intel Core i7 12th Gen 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Iron Grey/1Y Onsite/1.7 kg), 82TTA08AIN","51,990",4.1
"(Refurbished) ASUS Vivobook Go 15 (2023), AMD Ryzen 5 7520U, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (16GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Silver/1.8 Kg), E1504FA-NJ541WS","34,841",No rating
"MSI Modern 14, Intel 12th Gen. i7 1255U,36CM Laptop(16GB/512GB NVMe SSD/Windows 11 Home/Iris Xe/Classic Black/1.4Kg), C12MO-1202IN","44,990",4.2
"Lenovo LOQ 2024 Intel Core i5-13450HX 15.6"" (39.6cm) 144Hz 300Nits FHD IPS Gaming Laptop (16GB/512GB SSD/Win 11/NVIDIA RTX 4050 6GB Graphics/MSO 21/1Yr ADP Free/3 Mon Game Pass/Grey/2.4Kg), 83DV007GIN","87,190",4.0
"Dell 15 Thin & Light Laptop, Core i5-1235U Processor, 8GB RAM + 512GB SSD, 15.6"" FHD Window 11 + MSO '21, 15 Month McAfee, Spill-Resistant Keyboard, Black, 1.66kg","47,990",3.5
"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 14"" (35.5cm) FHD 250 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 21/1Yr ADP Free/Alexa built-in/3 mon. Game Pass/Grey/1.37Kg), 83EQ005VIN","53,530",3.8
"Dell [Smartchoice] Core i3-1215U, 12th Gen (8GB RAM/512GB SSD/FHD/Window 11/MS Office' 21/15""(38 cm)/15 Month McAfee/Black/1.69kg Laptop","35,990",3.7
"Dell [Smartchoice]15 Thin & Light Laptop, Intel Core i5-1235U Processor, 8GB, 512GB, 15.6"" (39.62cm) FHD 120Hz 250 nits Display, Intel UHD Graphics Win 11 + MSO'21 + 15 Month McAfee, Titan Grey,1.69kg","48,990",3.5
"Lenovo V14 G3 Laptop (Intel Core i5/ 12th Gen/ 8GB RAM/ 512GB SSD/DOS/ 14"" Inch), Arctic Grey, 1 Year Service Center Carry in Warranty","36,000",2.5
"HP Pavilion 15, Intel Core i7-1360P, 15.6-inch (39.6 cm),FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe Graphics, FPR, 720p HD Camera, Backlit KB, Audio by B&O (Win 11, MSO 2021, Silver, 1.75 kg), eg3032TU","79,490",3.7
"FUTOPIA ULTIMUS PRO [2024] Intel Dual Core ~2.8 GHz 4GB RAM 128 GB eMMC Expandable ~ 512 GB, 14.1"" HD Display Intel HD Graphics Win 11 Home 1.20 Kg Thin & Light Laptop Spider Grey","12,990",3.1
"HP Laptop 15, AMD Ryzen™ 5 7520U,15.6-inch(39.6 cm), FHD, 16GB LPDDR5,512GB SSD,Dual Speakers,MSO,Windows 11,Natural Silver, 1.69 kg,15s-fc0156AU","45,329",No rating
"Acer Aspire 3 Intel Core i5-1235U Processor Laptop with 35.56 cm (14"") FHD LED-Backlit IPS Display (16GB RAM/512GB SSD/WiFi 6/Intel Graphics/Win11Home) A324-51, Backlit Keyboard, Steel Gray, 1.45KG","39,990",3.8
"Dell 14 Thin & Light Laptop, Intel Core i5-1235U Processor, 8GB + 512GB SSD, 14.0"" (35.62cm) FHD AG 250 nits Display, Windows 11 + MSO'21 & 15 Month McAfee, Grey, Spill-Resistant Keyboard, 1.48kg","47,990",3.7
"Acer Aspire Lite 12th Gen Intel Core i5-1235U Thin and Light Laptop (Windows 11 Home/16GB RAM/512GB SSD/Intel Iris Xe Graphics) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG","43,990",3.6
"Dell Inspiron 5430 13th Gen Laptop, Intel i7-1355U/16GB LPDDR5/512GB SSD/14.0"" (35.56Cms) FHD+ Comfort View/Backlit KB + FPR/Windows 11+MSO'21/McAfee 15 Months/Platinum Silver/Thunderbolt 4.0/1.59KGs","83,490",4.2
"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 14"" (35.5cm) FHD 250 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 21/1Yr ADP Free/Alexa built-in/3 mon. Game Pass/Grey/1.37Kg), 83EQ005VIN","53,530",3.8
"(Refurbished) Lenovo ThinkPad T495 | AMD Ryzen 7 Pro 3700U | 14"" FHD TouchScreen Display | 16 GB DDR4 RAM | 512 GB M.2 SSD | Radeon Vega Mobile Graphics","24,999",3.0
"Lenovo IdeaPad 1 AMD Ryzen 7 5700U 15.6"" HD Thin and Light Laptop (16GB/512GB SSD/Windows 11 Home/MS Office 2021/1Yr ADP Free/Cloud Grey/1.61Kg), 82R400EHIN","44,900",5.0
"(Refurbished) ASUS Vivobook 16X, 16"" FHD+, 144Hz 300nits, Intel Core i5-12500H 2.5 GHz, Creator/Gaming Laptop (16GB RAM/512GB SSD/RTX 2050/win 11/Office Home/50WHr Battery/Cool Silver/1.80 kg), K3605ZF-RP258WS","48,440",No rating
"Lenovo Yoga Slim 7 Intel Core Ultra 5 125H Built-in AI 14""(35.5cm) WUXGA-OLED 400Nits Laptop (16GB/512GB SSD/60Hz/100% DCI-P3/Win11/MSO 21/1Yr ADP Free/Alexa/3 month Game Pass/Grey/1.39Kg), 83CV003MIN","90,990",4.2
"(Refurbished) ASUS Vivobook 15 OLED (2023), Intel Core i5-1335U 13th Gen, Thin and Light Laptop, 15.6"" (39.62 cm) FHD OLED, (16GB RAM /512GB/Windows11/Office 2021/Fingerprint/Silver/1.7 kg), X1505VAU-LK544WS","44,191",No rating
"Lenovo IdeaPad Gaming 3 AMD Ryzen 7 7735HS 15.6"" (39.62cm) FHD IPS 120Hz Gaming Laptop (16GB/512GB SSD/Win11/Office 2021/NVIDIA RTX 3050 6GB/Alexa/3 Month Game Pass/Onyx Grey/2.3Kg), 82SB00QSIN","69,990",3.6
"(Refurbished) HP Laptop 15,13th Gen Intel® Core™ i3-1315U,15.6inch(39.6 cm),FHD,Anti-Glare,8GB DDR4,512GB SSD,Dual Speakers,Windows 11,MSO 2021,Natural Silver,1.59 kg,15-fd0186TU","34,447",No rating
"HP 15s Core i3 12th Gen (8GB RAM/512GB SSD/FHD/MS Office 21/Windows 11/15.6"" (39.6cm)/Silver/1.69 kg) fy5011TU Laptop","35,990",3.3
"ASUS ROG Strix G17 (2022), 17.3""(43.94 cm) FHD 360Hz/3ms, AMD Ryzen 9 6900HX, 8GB RTX 3070 Ti Graphics, Gaming Laptop (16GB/1TB SSD/90WHrs Battery/Windows 11/Office 2021/Gray/2.9 Kg), G713RW-KH110WS","2,07,990",5.0
"Dell Inspiron 3535, AMD Ryzen 3 7320U Processor, (8GB RAM/512GB SSD/Window 11/MS Office' 21/15.6""(39.62 cm) FHD Display/15 Month McAfee/Carbon Black/1.67kg Thin & Light Laptop","29,990",3.9
"Dell {Smartchoice} G15-5530 Core i5-13450HX| NVIDIA RTX 3050, 6GB (16GB RAM|1TB SSD, FHD|Window 11|MS Office' 21|15.6"" (39.62cm)|Dark Shadow Grey|2.65Kg|Gaming Laptop","77,990",3.9
"Dell Inspiron 3535, AMD Ryzen 3 7320U Processor, (8GB RAM/512GB SSD/Window 11/MS Office' 21/15.6""(39.62 cm) FHD Display/15 Month McAfee/Carbon Black/1.67kg Thin & Light Laptop","29,990",3.9
"Chuwi GemiBook Plus 15.6"" Laptop, 8GB RAM 256GB SSD, Windows 11, Intel N100 (Upto 3.4GHz), WIFI 6, USB-A 3.0, Webcam, Bluetooth 5.2, HDMI Port, 38Wh, 1.7kg (Iron Gray)","21,990",3.6
